0	0	113
1	0	113
2	0	117
3	0	112
4	0	113
5	0	113
6	0	807
17607	0	216
7	0	635
17608	0	716
9	0	112
17611	0	610
10	0	117
11	0	113
12	0	432
13	0	750
14	0	174
15	0	526
17	0	514
16	0	118
17618	0	533
19	0	435
18	0	514
17619	0	387
21	0	533
17620	0	3
20	0	514
23	0	671
35221	0	227
22	0	397
25	0	533
35226	0	128
24	0	513
17626	0	184
27	0	514
17627	0	260
26	0	116
17628	0	184
29	0	608
31	0	432
30	0	432
34	0	533
35	0	577
36	0	959
17637	0	592
37	0	540
17636	0	286
42	0	113
17642	0	107
43	0	522
40	0	83
17640	0	594
41	0	436
47	0	540
44	0	565
45	0	432
51	0	529
50	0	514
49	0	514
54	0	94
17658	0	517
59	0	335
58	0	514
56	0	113
17657	0	437
63	0	117
17663	0	298
62	0	526
61	0	531
68	0	514
69	0	658
52484	0	287
71	0	514
65	0	540
67	0	608
72	0	941
74	0	113
75	0	514
17556	0	167
87	0	586
86	0	529
81	0	437
80	0	512
52497	0	458
83	0	514
92	0	529
95	0	419
89	0	303
88	0	437
91	0	113
90	0	766
17575	0	5
102	0	614
103	0	514
17574	0	657
101	0	514
99	0	774
17570	0	280
17569	0	115
97	0	113
17583	0	9
110	0	691
108	0	859
17580	0	645
109	0	688
17579	0	70
106	0	529
104	0	512
17576	0	2
105	0	529
118	0	750
117	0	918
35318	0	60
35319	0	327
116	0	575
115	0	514
112	0	514
125	0	664
17596	0	655
124	0	113
123	0	115
17595	0	915
121	0	522
120	0	522
137	0	113
143	0	83
130	0	635
133	0	116
135	0	113
134	0	113
152	0	139
17497	0	550
153	0	69
154	0	68
155	0	83
156	0	805
157	0	447
158	0	769
159	0	798
144	0	83
145	0	911
17488	0	50
146	0	83
147	0	126
17493	0	934
148	0	83
149	0	83
150	0	894
151	0	217
171	0	1009
170	0	447
17512	0	328
169	0	528
35115	0	642
168	0	562
17518	0	328
175	0	974
174	0	72
173	0	29
163	0	83
162	0	80
161	0	762
17504	0	646
160	0	74
167	0	435
166	0	634
165	0	76
164	0	83
186	0	930
17530	0	631
187	0	521
185	0	608
190	0	369
17534	0	273
191	0	255
188	0	953
189	0	514
178	0	1002
179	0	639
176	0	1000
17521	0	328
17520	0	779
177	0	888
17527	0	328
35125	0	602
182	0	515
35124	0	241
183	0	526
180	0	71
181	0	244
204	0	744
207	0	83
17423	0	86
201	0	521
200	0	1021
202	0	433
199	0	972
52611	0	761
193	0	864
192	0	530
195	0	632
194	0	231
220	0	62
221	0	852
222	0	883
223	0	786
216	0	83
217	0	545
218	0	933
17434	0	86
219	0	254
212	0	642
213	0	83
214	0	83
215	0	83
208	0	943
209	0	83
210	0	31
211	0	332
239	0	891
238	0	711
17452	0	114
237	0	871
236	0	780
235	0	532
234	0	785
17448	0	42
232	0	73
231	0	91
230	0	83
229	0	950
228	0	659
227	0	83
226	0	70
225	0	842
224	0	201
17441	0	304
17471	0	685
254	0	861
255	0	873
252	0	955
253	0	83
35193	0	1019
250	0	153
251	0	194
35195	0	91
248	0	209
246	0	99
244	0	438
245	0	91
242	0	1012
243	0	891
240	0	623
241	0	150
273	0	863
279	0	131
278	0	888
277	0	83
17882	0	875
34968	0	271
282	0	350
281	0	178
17881	0	435
280	0	845
34971	0	611
285	0	115
258	0	83
259	0	909
256	0	104
34949	0	169
262	0	150
34948	0	106
263	0	83
266	0	643
34953	0	168
264	0	319
17865	0	265
265	0	555
271	0	96
17870	0	308
268	0	790
269	0	927
305	0	690
304	0	921
307	0	801
17907	0	17
310	0	75
17912	0	962
315	0	656
317	0	100
316	0	979
17917	0	88
319	0	821
288	0	881
289	0	622
291	0	939
292	0	727
294	0	699
295	0	938
296	0	73
297	0	597
298	0	796
299	0	589
300	0	940
301	0	83
302	0	871
303	0	810
342	0	544
341	0	104
17813	0	960
338	0	339
336	0	68
